Temperature(K),Pressure(Atm),CompressibilityFactor(Z)
763.1,345.45,1.06259151
773.1,345.45,1.06420956
783.1,345.45,1.074953016
793.1,345.45,1.066727997
803.1,345.45,1.068069783
813.1,345.45,1.069283486
823.1,345.45,1.070349681
833.1,345.45,1.071248903
843.1,345.45,1.071961707
853.1,345.45,1.07246873
863.1,345.45,1.072750761
873.1,345.45,1.07278882
883.1,345.45,1.072564234
893.1,345.45,1.072612768
903.1,345.45,1.072373925
913.1,345.45,1.072395701
923.1,345.45,1.072678129
933.1,345.45,1.072642127
943.1,345.45,1.07285445
613.1,394.8,1.029279471
623.1,394.8,1.035273431
633.1,394.8,1.041112791
643.1,394.8,1.045747668
653.1,394.8,1.049730474
663.1,394.8,1.053330185
673.1,394.8,1.056491177
683.1,394.8,1.059157657
693.1,394.8,1.062011647
703.1,394.8,1.06466367
713.1,394.8,1.067078331
723.1,394.8,1.070000949
733.1,394.8,1.072244875
743.1,394.8,1.074967136
753.1,394.8,1.076936627
763.1,394.8,1.078933626
773.1,394.8,1.08051561
783.1,394.8,1.08164576
793.1,394.8,1.082726755
803.1,394.8,1.08374166
813.1,394.8,1.085125194
823.1,394.8,1.08596298
833.1,394.8,1.087147851
843.1,394.8,1.087739498
853.1,394.8,1.088179114
863.1,394.8,1.08893245
873.1,394.8,1.08951136
883.1,394.8,1.089898465
893.1,394.8,1.090577711
903.1,394.8,1.091042494
913.1,394.8,1.0912754
923.1,394.8,1.091778419
933.1,394.8,1.0925523
943.1,394.8,1.093066029
613.1,444.15,1.046071739
623.1,444.15,1.051640828
633.1,444.15,1.05711979
643.1,444.15,1.062462241
653.1,444.15,1.066995777
663.1,444.15,1.071265055
673.1,444.15,1.075219592
683.1,444.15,1.079141764
693.1,444.15,1.084025287
703.1,444.15,1.087463253
713.1,444.15,1.09040435
723.1,444.15,1.091709315
733.1,444.15,1.093111106
743.1,444.15,1.094969085
753.1,444.15,1.09652747
763.1,444.15,1.098525588
773.1,444.15,1.100182383
783.1,444.15,1.101862981
793.1,444.15,1.103147125
803.1,444.15,1.104823381
813.1,444.15,1.106059921
823.1,444.15,1.107669776
833.1,444.15,1.108795999
843.1,444.15,1.109404639
853.1,444.15,1.109903787
863.1,444.15,1.110277627
873.1,444.15,1.110962362
883.1,444.15,1.111501168
893.1,444.15,1.111878057
903.1,444.15,1.112077131
913.1,444.15,1.112556665
923.1,444.15,1.112358042
933.1,444.15,1.111934758
943.1,444.15,1.11176068
613.1,493.5,1.065658519
623.1,493.5,1.07128748
633.1,493.5,1.076620499
643.1,493.5,1.081026895
653.1,493.5,1.085274078
663.1,493.5,1.08902047
673.1,493.5,1.092504587
683.1,493.5,1.095680335
693.1,493.5,1.098501121
703.1,493.5,1.101242027
713.1,493.5,1.103874135
723.1,493.5,1.106033901
733.1,493.5,1.108353766
743.1,493.5,1.110475555
753.1,493.5,1.112368899
763.1,493.5,1.114361038
773.1,493.5,1.11643888
783.1,493.5,1.118219265
793.1,493.5,1.119670903
803.1,493.5,1.120762746
813.1,493.5,1.121850496
823.1,493.5,1.122528027
833.1,493.5,1.123162025
843.1,493.5,1.123738032
853.1,493.5,1.124241551
863.1,493.5,1.12548319
873.1,493.5,1.126226234
883.1,493.5,1.126863266
893.1,493.5,1.127379525
903.1,493.5,1.127326683
913.1,493.5,1.12711402
923.1,493.5,1.126727335
933.1,493.5,1.126152618
943.1,493.5,1.12582733
613.1,592.2,1.108412484
623.1,592.2,1.112755165
633.1,592.2,1.116867994
643.1,592.2,1.120698056
653.1,592.2,1.124451293
663.1,592.2,1.128089849
673.1,592.2,1.131574981
683.1,592.2,1.134867146
693.1,592.2,1.137926106
703.1,592.2,1.140423235
713.1,592.2,1.142594643
723.1,592.2,1.144399452
733.1,592.2,1.146099922
743.1,592.2,1.147978326
753.1,592.2,1.149710547
763.1,592.2,1.151270204
773.1,592.2,1.152954104
783.1,592.2,1.154422211
793.1,592.2,1.155314405
803.1,592.2,1.156265576
813.1,592.2,1.156920778
823.1,592.2,1.157600717
833.1,592.2,0.000115829
843.1,592.2,1.158628146
853.1,592.2,1.158941228
863.1,592.2,1.159219336
873.1,592.2,1.159449729
883.1,592.2,1.159619652
893.1,592.2,1.159716357
903.1,592.2,1.159727107
913.1,592.2,1.159639203
923.1,592.2,1.159439998
933.1,592.2,1.159116922
943.1,592.2,1.159056083
613.1,690.9,1.160161084
623.1,690.9,1.162735276
633.1,690.9,1.165321173
643.1,690.9,1.168122395
653.1,690.9,1.170878205
663.1,690.9,1.173308141
673.1,690.9,1.175865206
683.1,690.9,1.17852852
693.1,690.9,1.180755333
703.1,690.9,1.182495363
713.1,690.9,1.183968487
723.1,690.9,1.185412612
733.1,690.9,1.187083308
743.1,690.9,1.188687748
753.1,690.9,1.190202448
763.1,690.9,1.191603724
773.1,690.9,1.192867731
783.1,690.9,1.193970513
793.1,690.9,1.194582695
803.1,690.9,1.194977375
813.1,690.9,1.195131005
823.1,690.9,1.195337436
833.1,690.9,1.195264019
843.1,690.9,1.195212536
853.1,690.9,1.195171423
863.1,690.9,1.195129117
873.1,690.9,1.195074063
883.1,690.9,1.194994709
893.1,690.9,1.194879509
903.1,690.9,1.194369329
913.1,690.9,1.193793039
923.1,690.9,1.193139309
933.1,690.9,1.19275486
943.1,690.9,1.192277436
613.1,789.6,1.221382532
623.1,789.6,1.222303774
633.1,789.6,1.223450278
643.1,789.6,1.224346833
653.1,789.6,1.225181176
663.1,789.6,1.226156381
673.1,789.6,1.227012559
683.1,789.6,1.227960254
693.1,789.6,1.228978496
703.1,789.6,1.229795178
713.1,789.6,1.230632176
723.1,789.6,1.231468095
733.1,789.6,1.232281423
743.1,789.6,1.233050538
753.1,789.6,1.233753715
763.1,789.6,1.23436915
773.1,789.6,1.234874983
783.1,789.6,1.23496738
793.1,789.6,1.235184696
803.1,789.6,1.235226973
813.1,789.6,1.235365382
823.1,789.6,1.235292662
833.1,789.6,1.23528726
843.1,789.6,1.235338368
853.1,789.6,1.235127948
863.1,789.6,1.234634679
873.1,789.6,1.234151474
883.1,789.6,1.233667534
893.1,789.6,1.233172093
903.1,789.6,1.232654421
913.1,789.6,1.231776745
923.1,789.6,1.230849148
933.1,789.6,1.229861148
943.1,789.6,1.228802346
613.1,888.3,1.287153173
623.1,888.3,1.286734294
633.1,888.3,1.286315932
643.1,888.3,1.285866863
653.1,888.3,1.285355956
663.1,888.3,0.000128475
673.1,888.3,1.284257569
683.1,888.3,1.283614909
693.1,888.3,1.282793587
703.1,888.3,1.282005658
713.1,888.3,1.281230336
723.1,888.3,1.280695715
733.1,888.3,1.280138779
743.1,888.3,1.279538978
753.1,888.3,1.278875846
763.1,888.3,1.278390604
773.1,888.3,1.278072569
783.1,888.3,1.277642969
793.1,888.3,1.27735293
803.1,888.3,1.276917212
813.1,888.3,1.276315607
823.1,888.3,1.275809118
833.1,888.3,1.275103043
843.1,888.3,1.274464842
853.1,888.3,1.2738841
863.1,888.3,0.000127335
873.1,888.3,1.27285359
883.1,888.3,1.272383232
893.1,888.3,1.27192914
903.1,888.3,1.271481105
913.1,888.3,1.270719541
923.1,888.3,1.269937539
933.1,888.3,1.268809805
943.1,888.3,1.267635829
613.1,987,1.352470324
623.1,987,1.351072145
633.1,987,1.349466249
643.1,987,1.347833533
653.1,987,1.346143411
663.1,987,1.344591941
673.1,987,1.342928492
683.1,987,1.341355372
693.1,987,1.339851622
703.1,987,1.338158725
713.1,987,1.336488246
723.1,987,1.334819846
733.1,987,1.333133391
743.1,987,1.33140895
753.1,987,1.329626806
763.1,987,1.328021536
773.1,987,1.326325067
783.1,987,1.324777692
793.1,987,1.323368463
803.1,987,1.322086608
813.1,987,1.320653686
823.1,987,1.319321438
833.1,987,1.318079424
843.1,987,1.316917317
853.1,987,1.315546058
863.1,987,1.314228819
873.1,987,1.312955519
883.1,987,1.311716164
893.1,987,1.310500841
903.1,987,1.309299711
913.1,987,1.307808061
923.1,987,1.306305918
933.1,987,1.304783723
943.1,987,1.303232008
613.1,1085.7,1.417793309
623.1,1085.7,1.415098283
633.1,1085.7,1.412413723
643.1,1085.7,1.409928276
653.1,1085.7,1.407397397
663.1,1085.7,1.404791132
673.1,1085.7,1.40208
683.1,1085.7,1.39946463
693.1,1085.7,1.396923912
703.1,1085.7,1.39443706
713.1,1085.7,1.391983592
723.1,1085.7,1.389543316
733.1,1085.7,1.387096322
743.1,1085.7,1.384622981
753.1,1085.7,1.382350928
763.1,1085.7,1.380018908
773.1,1085.7,1.37760802
783.1,1085.7,1.375353879
793.1,1085.7,1.372988596
803.1,1085.7,1.370494011
813.1,1085.7,1.368113496
823.1,1085.7,1.365836302
833.1,1085.7,1.363385995
843.1,1085.7,1.361013425
853.1,1085.7,1.358438041
863.1,1085.7,1.355915586
873.1,1085.7,1.353710681
883.1,1085.7,1.351543317
893.1,1085.7,1.349403793
903.1,1085.7,1.347282529
913.1,1085.7,1.345170066
923.1,1085.7,1.343057066
933.1,1085.7,1.341222366
943.1,1085.7,1.339373242
613.1,1184.4,1.485294963
623.1,1184.4,1.481626066
633.1,1184.4,0.000147798
643.1,1184.4,1.474532298
653.1,1184.4,1.471050868
663.1,1184.4,1.467501356
673.1,1184.4,1.463854519
683.1,1184.4,1.460081742
693.1,1184.4,1.456386366
703.1,1184.4,1.452747438
713.1,1184.4,1.448908831
723.1,1184.4,1.445319486
733.1,1184.4,1.441726229
743.1,1184.4,1.438109725
753.1,1184.4,1.434694902
763.1,1184.4,1.431223347
773.1,1184.4,1.427924746
783.1,1184.4,1.424787244
793.1,1184.4,1.421547049
803.1,1184.4,1.418440868
813.1,1184.4,1.415457583
823.1,1184.4,1.412327928
833.1,1184.4,1.409295487
843.1,1184.4,1.406349761
853.1,1184.4,1.403480448
863.1,1184.4,1.400677425
873.1,1184.4,1.397662326
883.1,1184.4,1.394689838
893.1,1184.4,1.391750355
903.1,1184.4,1.388834436
913.1,1184.4,1.385932796
923.1,1184.4,1.383036302
933.1,1184.4,1.380135975
943.1,1184.4,1.377222985
613.1,1283.1,1.549137308
623.1,1283.1,1.544300954
633.1,1283.1,1.539706025
643.1,1283.1,1.535107793
653.1,1283.1,1.530698168
663.1,1283.1,1.526229453
673.1,1283.1,1.521672634
683.1,1283.1,1.517227799
693.1,1283.1,1.512873278
703.1,1283.1,1.50835553
713.1,1283.1,1.503882358
723.1,1283.1,1.499433613
733.1,1283.1,1.495227639
743.1,1283.1,1.491010902
753.1,1283.1,1.487006348
763.1,1283.1,1.482957382
773.1,1283.1,1.479091457
783.1,1283.1,1.475396401
793.1,1283.1,1.471610856
803.1,1283.1,1.467717583
813.1,1283.1,1.463952831
823.1,1283.1,1.460305491
833.1,1283.1,1.456764706
843.1,1283.1,1.45306126
853.1,1283.1,1.449439727
863.1,1283.1,1.445889915
873.1,1283.1,1.442401837
883.1,1283.1,1.438965705
893.1,1283.1,1.435571917
903.1,1283.1,1.432211052
913.1,1283.1,1.428873863
923.1,1283.1,1.425551275
933.1,1283.1,1.42250857
943.1,1283.1,1.419190268
613.1,1381.8,1.613975596
623.1,1381.8,1.608031461
633.1,1381.8,1.602117344
643.1,1381.8,1.596423157
653.1,1381.8,1.591147172
663.1,1381.8,1.585821384
673.1,1381.8,1.580643601
683.1,1381.8,1.575591185
693.1,1381.8,1.570642097
703.1,1381.8,1.565774855
713.1,1381.8,1.560734202
723.1,1381.8,1.555730404
733.1,1381.8,1.550743604
743.1,1381.8,1.545754447
753.1,1381.8,1.540744076
763.1,1381.8,1.53593689
773.1,1381.8,1.53107544
783.1,1381.8,1.526142193
793.1,1381.8,1.521367643
803.1,1381.8,1.516739806
813.1,1381.8,1.511996281
823.1,1381.8,1.507625592
833.1,1381.8,1.503113644
843.1,1381.8,1.498700382
853.1,1381.8,1.494375272
863.1,1381.8,1.49012803
873.1,1381.8,1.485948608
883.1,1381.8,1.481827184
893.1,1381.8,1.477754152
903.1,1381.8,1.473984698
913.1,1381.8,1.470248099
923.1,1381.8,1.466535298
933.1,1381.8,1.462837422
943.1,1381.8,1.45914577
953.1,24.675,1.006649842
963.1,24.675,1.010847623
973.1,24.675,1.007870525
983.1,24.675,1.012620344
993.1,24.675,1.010017904
1003.1,24.675,1.007582137
1013.1,24.675,1.00531073
1023.1,24.675,1.011039053
1033.1,24.675,1.009136473
1043.1,24.675,1.007394313
1053.1,24.675,1.005810951
1063.1,24.675,1.004384917
1073.1,24.675,1.011337148
1083.1,24.675,1.010280707
1093.1,24.675,1.009380348
1103.1,24.675,1.008635244
1113.1,24.675,1.008044711
1123.1,24.675,1.007608208
1133.1,24.675,1.007325334
1143.1,24.675,1.007195833
1153.1,24.675,1.007219585
1163.1,24.675,1.007396613
1173.1,24.675,1.007727077
1183.1,24.675,1.008211281
1193.1,24.675,1.008849666
1203.1,24.675,1.009642819
1213.1,24.675,1.010591468
1223.1,24.675,1.011696486
1233.1,24.675,1.012958895
1243.1,24.675,1.004810243
1253.1,24.675,1.006284901
1263.1,24.675,1.007917327
1273.1,24.675,1.009709035
953.1,49.35,1.010310386
963.1,49.35,1.010847623
973.1,49.35,1.011617255
983.1,49.35,1.012620344
993.1,49.35,1.013858276
1003.1,49.35,1.011442605
1013.1,49.35,1.009192238
1023.1,49.35,1.011039053
1033.1,49.35,1.013125154
1043.1,49.35,1.011407836
1053.1,49.35,1.009850352
1063.1,49.35,1.012550648
1073.1,49.35,1.011337148
1083.1,49.35,1.010280707
1093.1,49.35,1.013603697
1103.1,49.35,1.012891089
1113.1,49.35,1.012334263
1123.1,49.35,1.011932706
1133.1,49.35,1.01168605
1143.1,49.35,1.016030884
1153.1,49.35,1.016133033
1163.1,49.35,1.016391225
1173.1,49.35,1.012246033
1183.1,49.35,1.012773323
1193.1,49.35,1.013456286
1203.1,49.35,1.014295551
1213.1,49.35,1.015291893
1223.1,49.35,1.016446235
1233.1,49.35,1.017759648
1243.1,49.35,1.019233357
1253.1,49.35,1.015960718
1263.1,49.35,1.012786492
1273.1,49.35,1.014634445
953.1,74.025,1.013997651
963.1,74.025,1.013331278
973.1,74.025,1.015391947
983.1,74.025,1.015164616
993.1,74.025,1.015144898
1003.1,74.025,1.015332769
1013.1,74.025,1.015728457
1023.1,74.025,1.016332451
1033.1,74.025,1.017145492
1043.1,74.025,1.018168584
1053.1,74.025,1.016655274
1063.1,74.025,1.018068635
1073.1,74.025,1.016893946
1083.1,74.025,1.018699712
1093.1,74.025,1.017862536
1103.1,74.025,1.017183001
1113.1,74.025,1.016660478
1123.1,74.025,1.016294485
1133.1,74.025,1.016084685
1143.1,74.025,1.016030884
1153.1,74.025,1.016133033
1163.1,74.025,1.016391225
1173.1,74.025,1.016805699
1183.1,74.025,1.017376838
1193.1,74.025,1.018105168
1203.1,74.025,1.018991364
1213.1,74.025,1.016868433
1223.1,74.025,1.018039411
1233.1,74.025,1.016154349
1243.1,74.025,1.014379865
1253.1,74.025,1.015960718
1263.1,74.025,1.017702932
1273.1,74.025,1.016286944
953.1,98.7,1.019579289
963.1,98.7,1.018335383
973.1,98.7,1.019194913
983.1,98.7,1.018362993
993.1,98.7,1.019673907
1003.1,98.7,1.019252972
1013.1,98.7,1.01902842
1023.1,98.7,1.01899999
1033.1,98.7,1.01916765
1043.1,98.7,1.019531594
1053.1,98.7,1.020092242
1063.1,98.7,1.020850243
1073.1,98.7,1.019695306
1083.1,98.7,1.020826434
1093.1,98.7,1.020005404
1103.1,98.7,1.019342625
1113.1,98.7,1.021023828
1123.1,98.7,1.020694029
1133.1,98.7,1.020521736
1143.1,98.7,1.020506791
1153.1,98.7,1.02064918
1163.1,98.7,1.020949033
1173.1,98.7,1.02140663
1183.1,98.7,1.022022394
1193.1,98.7,1.022796896
1203.1,98.7,1.026117177
1213.1,98.7,1.027236504
1223.1,98.7,1.026080796
1233.1,98.7,1.02504671
1243.1,98.7,1.026601309
1253.1,98.7,1.025824414
1263.1,98.7,1.025167745
1273.1,98.7,1.022113323
953.1,148.05,1.029019838
963.1,148.05,1.028493342
973.1,148.05,1.028180258
983.1,148.05,1.028080197
993.1,148.05,1.028193033
1003.1,148.05,1.028518908
1013.1,148.05,1.029058227
1023.1,148.05,1.029811661
1033.1,148.05,1.03078015
1043.1,148.05,1.030568472
1053.1,148.05,1.030544007
1063.1,148.05,1.030706728
1073.1,148.05,1.031056814
1083.1,148.05,1.030145777
1093.1,148.05,1.030856526
1103.1,148.05,1.031755823
1113.1,148.05,1.029863861
1123.1,148.05,1.031109274
1133.1,148.05,1.031027107
1143.1,148.05,1.031105526
1153.1,148.05,1.029802984
1163.1,148.05,1.030188391
1173.1,148.05,1.030734545
1183.1,148.05,1.029859989
1193.1,148.05,1.030713281
1203.1,148.05,1.030119194
1213.1,148.05,1.031280742
1223.1,148.05,1.030966895
1233.1,148.05,1.032438874
1243.1,148.05,1.032406001
1253.1,148.05,1.032507309
1263.1,148.05,1.032742877
1273.1,148.05,1.033112887
953.1,197.4,1.036699091
963.1,197.4,1.037549258
973.1,197.4,1.038645197
983.1,197.4,1.03898558
993.1,197.4,1.039550591
1003.1,197.4,1.040340965
1013.1,197.4,1.040321551
1023.1,197.4,1.040506523
1033.1,197.4,1.040896098
1043.1,197.4,1.041490736
1053.1,197.4,1.041212164
1063.1,197.4,1.041117907
1073.1,197.4,1.041207866
1083.1,197.4,1.041482134
1093.1,197.4,1.040821841
1103.1,197.4,1.041454179
1113.1,197.4,1.041131518
1123.1,197.4,1.040972718
1133.1,197.4,1.040977628
1143.1,197.4,1.041146254
1153.1,197.4,1.040299277
1163.1,197.4,1.040784615
1173.1,197.4,1.040234402
1183.1,197.4,1.039827662
1193.1,197.4,1.039564059
1203.1,197.4,1.040672031
1213.1,197.4,1.040704444
1223.1,197.4,1.040880039
1233.1,197.4,1.041198961
1243.1,197.4,1.042936458
1253.1,197.4,1.043554712
1263.1,197.4,1.043018925
1273.1,197.4,1.043914988
953.1,246.75,1.050020243
963.1,246.75,1.050231297
973.1,246.75,1.04986513
983.1,246.75,1.049715556
993.1,246.75,1.048956438
1003.1,246.75,1.049231001
1013.1,246.75,1.048879573
1023.1,246.75,1.049578254
1033.1,246.75,1.049634169
1043.1,246.75,1.050758969
1053.1,246.75,1.05122382
1063.1,246.75,1.051889609
1073.1,246.75,1.051859608
1083.1,246.75,1.051108904
1093.1,246.75,1.050525948
1103.1,246.75,1.050110184
1113.1,246.75,1.049861217
1123.1,246.75,1.049778809
1133.1,246.75,1.049862882
1143.1,246.75,1.050113516
1153.1,246.75,1.050530949
1163.1,246.75,1.051115579
1173.1,246.75,1.051867965
1183.1,246.75,1.051799362
1193.1,246.75,1.052879158
1203.1,246.75,1.054128997
1213.1,246.75,1.054530227
1223.1,246.75,1.05508308
1233.1,246.75,1.054750912
1243.1,246.75,1.055598472
1253.1,246.75,1.055543603
1263.1,246.75,1.055623383
1273.1,246.75,1.054767045
953.1,296.1,1.060440291
963.1,296.1,1.060902457
973.1,296.1,1.061606144
983.1,296.1,1.062552314
993.1,296.1,1.063035455
1003.1,296.1,1.06374689
1013.1,296.1,1.063965223
1023.1,296.1,1.063668483
1033.1,296.1,1.064307256
1043.1,296.1,1.064416633
1053.1,296.1,1.063974913
1063.1,296.1,1.064476322
1073.1,296.1,1.064412354
1083.1,296.1,1.064533807
1093.1,296.1,1.064840807
1103.1,296.1,1.065333675
1113.1,296.1,1.065217396
1123.1,296.1,1.065272533
1133.1,296.1,1.065499138
1143.1,296.1,1.065080651
1153.1,296.1,1.064819469
1163.1,296.1,1.06471536
1173.1,296.1,1.064768232
1183.1,296.1,1.064978133
1193.1,296.1,1.064493652
1203.1,296.1,1.064152141
1213.1,296.1,1.063953324
1223.1,296.1,1.063026422
1233.1,296.1,1.063105375
1243.1,296.1,1.062442751
1253.1,296.1,1.062798806
1263.1,296.1,1.062399344
1273.1,296.1,1.063032681
953.1,345.45,1.072723383
963.1,345.45,1.072828247
973.1,345.45,1.078027896
983.1,345.45,1.078044071
993.1,345.45,1.077663445
1003.1,345.45,1.077495999
1013.1,345.45,1.077541536
1023.1,345.45,1.077159324
1033.1,345.45,1.07697758
1043.1,345.45,1.077649223
1053.1,345.45,1.07721491
1063.1,345.45,1.077634249
1073.1,345.45,0.000107758
1083.1,345.45,1.070973415
1093.1,345.45,1.077356407
1103.1,345.45,1.077170716
1113.1,345.45,1.077160325
1123.1,345.45,1.077325225
1133.1,345.45,1.076956118
1143.1,345.45,1.076749861
1153.1,345.45,1.076706268
1163.1,345.45,1.076098205
1173.1,345.45,1.076373336
1183.1,345.45,1.076811223
1193.1,345.45,1.077412265
1203.1,345.45,1.078177006
1213.1,345.45,1.079106143
1223.1,345.45,1.079431151
1233.1,345.45,1.079907328
1243.1,345.45,1.080535073
1253.1,345.45,1.079736354
1263.1,345.45,1.079064432
1273.1,345.45,1.078518836
953.1,394.8,1.093301943
963.1,394.8,1.093242757
973.1,394.8,1.092871653
983.1,394.8,1.092726213
993.1,394.8,1.092806257
1003.1,394.8,1.092546383
1013.1,394.8,1.092500688
1023.1,394.8,1.092669119
1033.1,394.8,1.093051872
1043.1,394.8,1.093060783
1053.1,394.8,1.093272773
1063.1,394.8,1.093088138
1073.1,394.8,1.093095301
1083.1,394.8,1.09268349
1093.1,394.8,1.092452237
1103.1,394.8,1.091780276
1113.1,394.8,1.091277761
1123.1,394.8,1.090944225
1133.1,394.8,1.090779359
1143.1,394.8,1.090141372
1153.1,394.8,1.090307729
1163.1,394.8,1.089989872
1173.1,394.8,1.089829162
1183.1,394.8,1.09048918
1193.1,394.8,1.089978768
1203.1,394.8,1.090289211
1213.1,394.8,1.09007619
1223.1,394.8,1.090009052
1233.1,394.8,1.089396503
1243.1,394.8,1.0896152
1253.1,394.8,1.08927747
1263.1,394.8,1.089074306
1273.1,394.8,1.089718723
953.1,444.15,1.111341425
963.1,444.15,1.111160746
973.1,444.15,1.110714456
983.1,444.15,1.109987685
993.1,444.15,1.109478752
1003.1,444.15,1.109187058
1013.1,444.15,1.109112262
1023.1,444.15,1.10872631
1033.1,444.15,1.108014398
1043.1,444.15,1.107498935
1053.1,444.15,1.107179373
1063.1,444.15,1.106508951
1073.1,444.15,1.105473558
1083.1,444.15,1.104614146
1093.1,444.15,1.104489135
1103.1,444.15,1.103984003
1113.1,444.15,1.103653076
1123.1,444.15,1.102922498
1133.1,444.15,1.102934084
1143.1,444.15,1.102535893
1153.1,444.15,1.102889322
1163.1,444.15,1.102822772
1173.1,444.15,1.103518624
1183.1,444.15,1.103784185
1193.1,444.15,1.103603502
1203.1,444.15,1.10419131
1213.1,444.15,1.104322548
1223.1,444.15,1.104607388
1233.1,444.15,1.104414612
1243.1,444.15,1.104365175
1253.1,444.15,1.103818029
1263.1,444.15,1.103404231
1273.1,444.15,1.103123484
953.1,493.5,1.125295084
963.1,493.5,1.125002265
973.1,493.5,1.124483643
983.1,493.5,1.124194539
993.1,493.5,1.124134598
1003.1,493.5,1.123825116
1013.1,493.5,1.123735123
1023.1,493.5,1.123864514
1033.1,493.5,1.123720579
1043.1,493.5,1.123786485
1053.1,493.5,1.123560043
1063.1,493.5,1.123533872
1073.1,493.5,1.123196469
1083.1,493.5,1.122534118
1093.1,493.5,1.122053189
1103.1,493.5,1.121229277
1113.1,493.5,1.120577258
1123.1,493.5,1.120096535
1133.1,493.5,1.119250372
1143.1,493.5,1.118566111
1153.1,493.5,1.118043162
1163.1,493.5,1.117681072
1173.1,493.5,1.117479531
1183.1,493.5,1.11688076
1193.1,493.5,1.116433232
1203.1,493.5,1.116136585
1213.1,493.5,1.115990578
1223.1,493.5,1.115420134
1233.1,493.5,1.114991099
1243.1,493.5,1.114703148
1253.1,493.5,1.114556062
1263.1,493.5,1.113957513
1273.1,493.5,1.113490692
953.1,592.2,1.158854458
963.1,592.2,1.158499523
973.1,592.2,1.158389677
983.1,592.2,1.158109688
993.1,592.2,1.157647149
1003.1,592.2,1.157412582
1013.1,592.2,1.156978781
1023.1,592.2,1.156764235
1033.1,592.2,1.156333823
1043.1,592.2,1.155675419
1053.1,592.2,1.154777211
1063.1,592.2,1.154073171
1073.1,592.2,1.15356259
1083.1,592.2,1.152791816
1093.1,592.2,1.152205867
1103.1,592.2,1.151343828
1113.1,592.2,1.15065805
1123.1,592.2,1.149680555
1133.1,592.2,1.148870844
1143.1,592.2,1.147754128
1153.1,592.2,1.146796831
1163.1,592.2,1.14599816
1173.1,592.2,1.145357456
1183.1,592.2,1.144874191
1193.1,592.2,1.144056322
1203.1,592.2,1.143387712
1213.1,592.2,1.142369422
1223.1,592.2,1.141492345
1233.1,592.2,1.140755834
1243.1,592.2,1.140159348
1253.1,592.2,1.139190454
1263.1,592.2,1.138353687
1273.1,592.2,1.137648467
953.1,690.9,1.191695768
963.1,690.9,1.190998685
973.1,690.9,1.190175128
983.1,690.9,1.189589325
993.1,690.9,1.188861839
1003.1,690.9,1.188363755
1013.1,690.9,1.187708879
1023.1,690.9,1.187275218
1033.1,690.9,1.186669741
1043.1,690.9,1.186277416
1053.1,690.9,1.185698325
1063.1,690.9,1.185324416
1073.1,690.9,1.184748868
1083.1,690.9,1.1843706
1093.1,690.9,1.183775906
1103.1,690.9,1.182954113
1113.1,690.9,1.181894864
1123.1,690.9,1.180588157
1133.1,690.9,1.179449418
1143.1,690.9,1.178477683
1153.1,690.9,1.177240907
1163.1,690.9,1.176163425
1173.1,690.9,1.175244371
1183.1,690.9,1.17404296
1193.1,690.9,1.172992439
1203.1,690.9,1.171646343
1213.1,690.9,1.170443737
1223.1,690.9,1.169383747
1233.1,690.9,1.168011655
1243.1,690.9,1.166774962
1253.1,690.9,1.165672817
1263.1,690.9,1.164704466
1273.1,690.9,1.163404258
953.1,789.6,1.227662441
963.1,789.6,1.226431239
973.1,789.6,1.225443475
983.1,789.6,1.224350052
993.1,789.6,1.22349172
1003.1,789.6,1.222513551
1013.1,789.6,1.221405559
1023.1,789.6,1.220517524
1033.1,789.6,1.219485764
1043.1,789.6,1.218300501
1053.1,789.6,1.217320364
1063.1,789.6,1.216173131
1073.1,789.6,1.215223215
1083.1,789.6,1.214092767
1093.1,789.6,1.213151968
1103.1,789.6,1.212017359
1113.1,789.6,1.211064852
1123.1,789.6,1.20990543
1133.1,789.6,1.208920673
1143.1,789.6,1.207716085
1153.1,789.6,1.206678833
1163.1,789.6,1.205409051
1173.1,789.6,1.204299381
1183.1,789.6,1.202944732
1193.1,789.6,1.201743088
1203.1,789.6,1.200284306
1213.1,789.6,1.198971546
1223.1,789.6,1.197389827
1233.1,789.6,1.195947293
1243.1,789.6,1.194642953
1253.1,789.6,1.193054788
1263.1,789.6,1.191598175
1273.1,789.6,1.190272168
953.1,888.3,1.266405777
963.1,888.3,1.265109909
973.1,888.3,1.263738584
983.1,888.3,1.262282272
993.1,888.3,1.260731568
1003.1,888.3,1.259077201
1013.1,888.3,1.257310052
1023.1,888.3,1.255421168
1033.1,888.3,1.253742379
1043.1,888.3,1.252272021
1053.1,888.3,1.250662967
1063.1,888.3,1.249254463
1073.1,888.3,1.247694594
1083.1,888.3,1.246327601
1093.1,888.3,1.244796775
1103.1,888.3,1.243451334
1113.1,888.3,1.241929795
1123.1,888.3,1.240223779
1133.1,888.3,1.238689811
1143.1,888.3,1.237326632
1153.1,888.3,1.235763581
1163.1,888.3,1.234364283
1173.1,888.3,1.232753512
1183.1,888.3,1.231299596
1193.1,888.3,1.23000144
1203.1,888.3,1.22847703
1213.1,888.3,1.227101695
1223.1,888.3,1.225488951
1233.1,888.3,1.223631258
1243.1,888.3,1.221910736
1253.1,888.3,1.219934871
1263.1,888.3,1.218089887
1273.1,888.3,1.215979572
953.1,987,1.301641397
963.1,987,1.300002617
973.1,987,1.298306497
983.1,987,1.296543979
993.1,987,1.294706126
1003.1,987,1.292784132
